claim,veracity,label,evidence,evidence_label,article
"carbon dioxide is not ""a primary contributor to the global warming that we see.""",true,disputed,"on march 9, 2017, in an interview on cnbc's squawk box, pruitt stated that he ""would not agree that"" carbon dioxide is ""a primary contributor to the global warming that we see"" backing up his claim by stating that ""measuring with precision human activity on the climate is something very challenging to do and there's tremendous disagreement about the degree of impact.""",supports,scott pruitt
"carbon dioxide is not ""a primary contributor to the global warming that we see.""",true,disputed,"in march 2017, pruitt said that he does not believe that human activities, specifically carbon dioxide emissions, are a primary contributor to climate change, a view which is in contradiction with the scientific consensus.",supports,scott pruitt
"carbon dioxide is not ""a primary contributor to the global warming that we see.""",true,disputed,"""epa chief scott pruitt says carbon dioxide is not a primary contributor to global warming"".",supports,scott pruitt
"climate scientist james hansen: ""we have until perhaps 50 years from now,"" or maybe a little longer ""and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",true,disputed,"for instance, a 2016 study led by jim hansen concluded that based on past climate change data, sea level rise could accelerate exponentially in the coming decades, with a doubling time of 10, 20 or 40 years, respectively, raising the ocean by several meters in 50, 100 or 200 years.",supports,sea level rise
"climate scientist james hansen: ""we have until perhaps 50 years from now,"" or maybe a little longer ""and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",true,disputed,"for example, in 2007 the intergovernmental panel on climate change (ipcc) projected a high end estimate of 60 cm (2 ft) through 2099, but their 2014 report raised the high-end estimate to about 90 cm (3 ft).",refutes,sea level rise
"connie mack ""is protecting chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.""",true,supports,"in 2003, a class action lawsuit against chevron was filed in ecuadorian court for $28 billion by indigenous residents, who accused texaco of making residents ill and damaging forests and rivers by discharging 18 billion us gallons (68,000,000 m3) of formation water into the amazon rainforest without any environmental remediation.",supports,chevron corporation
"connie mack ""is protecting chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.""",true,supports,"""texaco faces $1bn lawsuit"".",not_enough_info,chevron corporation
"connie mack ""is protecting chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.""",true,supports,"""chevron faces $10.6bn brazil legal suit over oil spill"".",supports,chevron corporation
"connie mack ""is protecting chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.""",true,supports,"surface water pollution includes pollution of rivers, lakes and oceans.",not_enough_info,water pollution
"currently, florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",false,refutes,"recent advances in manufacturing efficiency and photovoltaic technology, combined with subsidies driven by environmental concerns, have dramatically accelerated the deployment of solar panels.",not_enough_info,electricity generation
"currently, florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",false,refutes,the administration enacted 30% tariffs on imported solar panels.,not_enough_info,presidency of donald trump
"currently, florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",false,refutes,"in 2006, the state of florida enacted the florida renewable energy technologies and energy efficiency act, which provided consumers with rebates and tax credits for solar photovoltaic systems.",refutes,solar power in florida
"currently, florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",false,refutes,developers in florida have announced the addition of solar panels on all new homes in several subdivisions.,refutes,solar power in florida
"despite attention on global warming, ""fewer americans carpool today to work than carpooled in 1980"" and ""suvs have never been a larger proportion of the vehicles being sold in this country.""",true,supports,"by 2003 there were 76 million suvs and light trucks on u.s. roads, representing approximately 35% of the vehicles on the road.",supports,sport utility vehicle
"despite attention on global warming, ""fewer americans carpool today to work than carpooled in 1980"" and ""suvs have never been a larger proportion of the vehicles being sold in this country.""",true,supports,"the suv segment further grew to 26% of the global passenger car market in 2016, then to 36.8% of the market in q1–q3 of 2017.",supports,sport utility vehicle
"despite attention on global warming, ""fewer americans carpool today to work than carpooled in 1980"" and ""suvs have never been a larger proportion of the vehicles being sold in this country.""",true,supports,"""suvs become the largest and fastest-growing automotive segment in 2015"".",not_enough_info,sport utility vehicle
"donald trump ""thinks that climate change is a hoax, invented by the chinese.""",true,supports,"donald trump tweeted in 2012 that the chinese invented ""the concept of global warming"" because they believed it would somehow hurt u.s. manufacturing.",supports,climate change denial
"donald trump ""thinks that climate change is a hoax, invented by the chinese.""",true,supports,"""with gift and in conversation, vatican presses trump on climate change"".",not_enough_info,donald trump
"donald trump ""thinks that climate change is a hoax, invented by the chinese.""",true,supports,"""the concept of global warming was created by and for the chinese in order to make u.s. manufacturing non-competitive"" (tweet).",supports,global warming conspiracy theory
"donald trump ""thinks that climate change is a hoax, invented by the chinese.""",true,supports,"in 2012, donald trump claimed that ""the concept of global warming was created by and for the chinese in order to make u.s. manufacturing non-competitive.""",supports,global warming conspiracy theory
donald trump claims global warming is a hoax,true,supports,"""nasa faked the moon landing—therefore, (climate) science is a hoax"".",not_enough_info,climate change denial
donald trump claims global warming is a hoax,true,supports,"donald trump, the 45th and current president of the united states, has said that ""climate change is a hoax invented by and for chinese.""",supports,climate change policy of the united states
donald trump claims global warming is a hoax,true,supports,trump rejects the scientific consensus on climate change.,supports,donald trump
"doubling the concentration of atmospheric co2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3â°c to 1.1â°c",true,disputed,"following the start of the industrial revolution, atmospheric co 2 concentration increased to over 400 parts per million and continues to increase, causing the phenomenon of global warming.",supports,carbon dioxide in earth's atmosphere
"doubling the concentration of atmospheric co2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3â°c to 1.1â°c",true,disputed,the higher co2 levels led to an additional climate warming ranging between 0.1° and 1.5 °c.,supports,climate change feedback
"doubling the concentration of atmospheric co2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3â°c to 1.1â°c",true,disputed,"without feedbacks the radiative forcing of approximately 3.7 w/m2, due to doubling co 2 from the pre-industrial 280 ppm, would eventually result in roughly 1 °c global warming.",not_enough_info,climate sensitivity
"doubling the concentration of atmospheric co2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3â°c to 1.1â°c",true,disputed,"the global temperature increase since the beginning of the industrial period (taken as 1750) is about 0.8 °c (1.4 °f), and the radiative forcing due to co 2 and other long-lived greenhouse gases – mainly methane, nitrous oxide, and chlorofluorocarbons – emitted since that time is about 2.6 w/m2.",refutes,climate sensitivity
"doubling the concentration of atmospheric co2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3â°c to 1.1â°c",true,disputed,"increased concentrations of gases such as co 2 (~20%), ozone and n 2o are external forcing on the other hand.",supports,global warming
"during a state house debate on a jobs and energy bill this week, democrats offered an amendment that would put the legislature on record saying that climate change is real and that humans are causing it.",true,disputed,"in a speech in april 2012, kasich acknowledged that climate change is real and is a problem.",supports,john kasich
"during a state house debate on a jobs and energy bill this week, democrats offered an amendment that would put the legislature on record saying that climate change is real and that humans are causing it.",true,disputed,"he disputes the scientific understanding of climate change, arguing that human activity does not play a major role in global warming and that proposals to address climate change would be ineffective and economically harmful.",refutes,marco rubio
during the 2013 election campaign the coalition said its first legislative priority in government would be to scrap the carbon tax.,true,supports,"2013 election launching his campaign for the 2013 election, tony abbott outlined the economic priorities of the coalition, promising to tackle government debt, eliminate ""waste"" in government expenditure, and decrease taxes which place a burden on industry and business: we'll build a stronger economy so everyone can get ahead.",not_enough_info,abbott government
during the 2013 election campaign the coalition said its first legislative priority in government would be to scrap the carbon tax.,true,supports,we'll scrap the carbon tax so your family will be $550 a year better off.,supports,abbott government
during the 2013 election campaign the coalition said its first legislative priority in government would be to scrap the carbon tax.,true,supports,"he committed to abolishing the carbon tax, to bring down power and gas prices, and to abolishing the mining tax to increase investment and employment.",supports,abbott government
during the 2013 election campaign the coalition said its first legislative priority in government would be to scrap the carbon tax.,true,supports,"labor and the greens opposed the coalition's promised abolition of carbon pricing, and the introduction of ""direct action"" carbon-reduction policies, but the government secured cross bench support for the repeal of the tax in july 2014.",supports,abbott government
during the 2013 election campaign the coalition said its first legislative priority in government would be to scrap the carbon tax.,true,supports,"on the first day of the new parliament, abbott introduced legislation into parliament to repeal the carbon tax, and commenced operation sovereign borders, the coalition's policy to stop illegal maritime arrivals, which received strong public support.",supports,tony abbott
electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,true,supports,"in addition to creating incentives for energy conservation, a carbon tax would put renewable energy sources such as wind, solar and geothermal on a more competitive footing, stimulating their growth.",not_enough_info,carbon tax
electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,true,supports,"a renewable portfolio standard (rps) is a mandate that requires electricity providers to supply to their customers a minimum amount of power from renewable sources, usually as a percentage of total energy use.",not_enough_info,energy policy of the united states
electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,true,supports,smart grid technology is a necessary condition for very large amounts of renewable electricity on the grid for this reason.,not_enough_info,smart grid
electricity rates are 40 percent higher in states that have required utility companies to use a certain amount of renewable energy such as solar power.,true,supports,"renewable portfolio standards require renewable energy to exist (most of them intermittent such as wind and solar), but at the expense of utilities and consumers.",supports,wind power in the united states
"every four minutes, another american home or business goes solar.",true,supports,"the new city hall, built from recycled materials, has solar panels in its garage.",supports,"austin, texas"
"every four minutes, another american home or business goes solar.",true,supports,"the wheel moves continuously, removing garbage and dumping it into an attached dumpster using only hydro and solar renewable power to keep its wheel turning.",supports,baltimore
"every four minutes, another american home or business goes solar.",true,supports,"the fit allowed small businesses and homeowners to supply electricity into the municipal power grid and paid a premium for the clean, on-site generated solar electricity.",not_enough_info,"gainesville, florida"
"every four minutes, another american home or business goes solar.",true,supports,"""metlife stadium solar ring lighted with a programmable, customizable multi-color led array"".",supports,metlife stadium
"every four minutes, another american home or business goes solar.",true,supports,"the solar ring consists of 1,350 building integrated photovoltaic (bipv) solar panels assembled into 47 individual frames.",not_enough_info,metlife stadium
germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.,true,supports,"it also enforces energy conservation, green technologies, emission reduction activities, and aims to meet the country's electricity demands using 40% renewable sources by 2020.",supports,germany
germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.,true,supports,"both solar power and wind power are variable renewable energy, meaning that all available output must be taken whenever it is available by moving through transmission lines to where it can be used now.",not_enough_info,solar power
germany managed to increase its use of renewables and its output of carbon dioxide at the same time -- because it resorted to cheap coal to keep the lights on at a price its people could afford.,true,supports,"as a result, despite energy efficiency gains, total energy use and related carbon emissions have continued to increase.",supports,sustainable energy
"global warming leads to much quicker spread of the zika virus because the increased temperature, ""makes mosquitoes mature faster, . . .",true,supports,"flooding creates more standing water for mosquitoes to breed; as well, shown that these vectors are able to feed more and grow faster in warmer climates.",supports,effects of global warming on human health
"global warming leads to much quicker spread of the zika virus because the increased temperature, ""makes mosquitoes mature faster, . . .",true,supports,"when temperature rises, the larvae take a shorter time to mature and, consequently, there is a greater capacity to produce more offspring.",supports,effects of global warming on human health
"global warming leads to much quicker spread of the zika virus because the increased temperature, ""makes mosquitoes mature faster, . . .",true,supports,"the hotter and wetter a climate is, the faster the mosquitoes can mature and the faster the disease can develop.",supports,effects of global warming on human health
"global warming leads to much quicker spread of the zika virus because the increased temperature, ""makes mosquitoes mature faster, . . .",true,supports,"however, rising global temperatures would allow for the disease vector to expand their range further north, allowing zika to follow.",supports,zika virus
gov. palin ... is somebody who actually doesn't believe that climate change is man-made.,true,disputed,climate change means a change of climate which is attributed directly or indirectly to human activity that alters the composition of the global atmosphere and which is in addition to natural climate variability observed over comparable time periods.,not_enough_info,climate change (general concept)
gov. palin ... is somebody who actually doesn't believe that climate change is man-made.,true,disputed,"a changing environment will affect alaska more than any other state...i'm not one though who would attribute it to being man-made goldman, russell (september 11, 2008).",not_enough_info,sarah palin
gov. palin ... is somebody who actually doesn't believe that climate change is man-made.,true,disputed,"after the election and the climategate scandal, palin spoke at a 2010 california logging conference calling studies supporting global climate change as ""snake oil science"".",supports,sarah palin
"if sea levels rise six feet due to climate change, waterplace park in providence and wickford village would be swamped",true,disputed,"potential effects include sea level rise of 110 to 770 mm (0.36 to 2.5 feet) between 1990 and 2100, repercussions to agriculture, possible slowing of the thermohaline circulation, reductions in the ozone layer, increased intensity and frequency of extreme weather events, lowering of ocean ph, and the spread of tropical diseases such as malaria and dengue fever.",not_enough_info,climate change adaptation
"if sea levels rise six feet due to climate change, waterplace park in providence and wickford village would be swamped",true,disputed,"among other findings, the report concluded that sea level rises could be up to two feet higher by the year 2100, even if efforts to reduce greenhouse gas emissions and to limit global warming are successful; coastal cities across the world could see so-called ""storm[s] of the century"" at least once a year.",refutes,intergovernmental panel on climate change
"if sea levels rise six feet due to climate change, waterplace park in providence and wickford village would be swamped",true,disputed,"instead of a global 5-meter sea level rise, western antarctica would experience approximately 25 centimeters of sea level fall, while the united states, parts of canada, and the indian ocean, would experience up to 6.5 meters of sea level rise.",supports,physical impacts of climate change
"if sea levels rise six feet due to climate change, waterplace park in providence and wickford village would be swamped",true,disputed,"providence is home to a 1,200-acre (4.9 km2) park system, notably waterplace park and riverwalk, roger williams park, roger williams national memorial, and prospect terrace park.",not_enough_info,"providence, rhode island"
"if sea levels rise six feet due to climate change, waterplace park in providence and wickford village would be swamped",true,disputed,"waterplace park is an urban park situated along the woonasquatucket river in downtown providence, rhode island.",not_enough_info,waterplace park
"in reality, gas produced by fracking is worse for the climate than coal.",false,refutes,"although much less polluting than coal plants, natural gas-fired power plants are also major emitters.",not_enough_info,greenhouse gas
"in reality, gas produced by fracking is worse for the climate than coal.",false,refutes,"because burning natural gas produces both water and carbon dioxide, it produces less carbon dioxide per unit of energy released than coal, which produces mostly carbon dioxide.",not_enough_info,natural gas
"in reality, gas produced by fracking is worse for the climate than coal.",false,refutes,shale gas worse than coal for three impacts and better than renewables for four.,not_enough_info,shale gas
"in south florida, ""we've had nine inches of sea-level rise since the 1920s.""",false,refutes,"the sea level rose quickly after that, stabilizing at the current level about 4,000 years ago, leaving the mainland of south florida just above sea level.",refutes,miami
"in south florida, ""we've had nine inches of sea-level rise since the 1920s.""",false,refutes,"between 1900 and 2016, the sea level rose by 16–21 cm (6.3–8.3 in).",refutes,sea level rise
"in south florida, ""we've had nine inches of sea-level rise since the 1920s.""",false,refutes,18 january 2019.,not_enough_info,sea level rise
"julia gillard her decision not to argue against a fixed carbon price being labelled a ""carbon tax"" hurt her terribly politically.",false,refutes,"the fixed price lent itself to characterisation as a carbon tax and when the government proposed the clean energy bill in february 2011, the opposition claimed it to be a broken election promise.",not_enough_info,emissions trading
"julia gillard her decision not to argue against a fixed carbon price being labelled a ""carbon tax"" hurt her terribly politically.",false,refutes,"gillard initially ruled out a ""carbon tax"" but said that she would build community consensus for a price on carbon and open negotiations with the mining industry for a re-vamped mining profits tax.",not_enough_info,julia gillard
"julia gillard her decision not to argue against a fixed carbon price being labelled a ""carbon tax"" hurt her terribly politically.",false,refutes,"during the 2010 election campaign, gillard also said that no carbon tax would be introduced under a government she led.",refutes,julia gillard
"julia gillard her decision not to argue against a fixed carbon price being labelled a ""carbon tax"" hurt her terribly politically.",false,refutes,"prime minister kevin rudd suffered a decline in his personal ratings, and a perceived loss of support among his own mps, following the failure of the government's insulation program, controversy regarding the implementation of a tax on mining, the failure of the government to secure passage of its carbon trading scheme and some policy debate about immigration policy.",not_enough_info,julia gillard
measurements indicating that 2017 had relatively more sea ice in the arctic and less melting of glacial ice in greenland casts scientific doubt on the reality of global warming.,false,refutes,"the arctic is affected by current global warming, leading to arctic sea ice shrinkage, diminished ice in the greenland ice sheet, and arctic methane release as the permafrost thaws.",refutes,arctic
measurements indicating that 2017 had relatively more sea ice in the arctic and less melting of glacial ice in greenland casts scientific doubt on the reality of global warming.,false,refutes,"the effects of global warming in the arctic include rising temperatures, loss of sea ice, and melting of the greenland ice sheet.",refutes,arctic
measurements indicating that 2017 had relatively more sea ice in the arctic and less melting of glacial ice in greenland casts scientific doubt on the reality of global warming.,false,refutes,"the effects of global warming in the arctic, or climate change in the arctic include rising air and water temperatures, loss of sea ice, and melting of the greenland ice sheet with a related cold temperature anomaly, observed since the 1970s.",refutes,climate change in the arctic
measurements indicating that 2017 had relatively more sea ice in the arctic and less melting of glacial ice in greenland casts scientific doubt on the reality of global warming.,false,refutes,"surface temperature increases are greatest in the arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice.",refutes,global warming
"miami congressman carlos ""curbelo supports drilling offshore"" and ""repeatedly voted against president obama's ability to fight pollution and combat climate change.""",false,refutes,"""miami republican opposes allowing arctic oil drilling in tax bill"".",refutes,carlos curbelo
"miami congressman carlos ""curbelo supports drilling offshore"" and ""repeatedly voted against president obama's ability to fight pollution and combat climate change.""",false,refutes,"according to mcclatchy, ""curbelo has broken ranks with his party to take lonely stands on high-profile topics ranging from abortion and women’s health to climate change, the environment, immigration and government spending.""",not_enough_info,carlos curbelo
"miami congressman carlos ""curbelo supports drilling offshore"" and ""repeatedly voted against president obama's ability to fight pollution and combat climate change.""",false,refutes,"according to vote smart's 2016 analysis, curbelo generally supports pro-life legislation, opposes an income tax increase, opposes mandatory minimum sentences for non-violent drug offenders, supports lowering taxes as a means of promoting economic growth, opposes requiring states to adopt federal education standards, supports building the keystone pipeline, supports government funding for the development of renewable energy, supports the federal regulation of greenhouse gas emissions, supports repealing the affordable care act, opposes requiring immigrants who are unlawfully present to return to their country of origin before they are eligible for citizenship, supports same-sex marriage, supports increased american intervention in iraq and syria beyond air support, and supports allowing individuals to divert a portion of their social security taxes into personal retirement accounts.",not_enough_info,carlos curbelo
"miami congressman carlos ""curbelo supports drilling offshore"" and ""repeatedly voted against president obama's ability to fight pollution and combat climate change.""",false,refutes,"the miami herald wrote that curbelo has ""attempted to position himself as the national voice for republicans who are concerned about climate change,"" describing him as ""one of the few gop voices speaking out against donald trump's decision to withdraw from the paris climate agreement and his desire to dismantle the environmental protection agency.""",refutes,carlos curbelo
"more than 260,000 americans are employed by the domestic solar industry â three times as many workers as employed by the entire coal mining industry.",true,disputed,"furthermore, there are approximately 40,000 americans living and working in the kingdom.",not_enough_info,americans
"more than 260,000 americans are employed by the domestic solar industry â three times as many workers as employed by the entire coal mining industry.",true,disputed,"the industry employs around 113,000 people directly and around 276,000 indirectly and has an annual turnover of around £20 billion.",not_enough_info,economy of the united kingdom
"more than 260,000 americans are employed by the domestic solar industry â three times as many workers as employed by the entire coal mining industry.",true,disputed,"while the traditional fossil fuel industry employed 187,000 jobs in 2016, the wind power industry grew by nearly 32% to 102,000 people.",not_enough_info,infrastructure policy of donald trump
"more than 260,000 americans are employed by the domestic solar industry â three times as many workers as employed by the entire coal mining industry.",true,disputed,"at the same time, the solar power industry grew by almost a quarter to 374,000 jobs.",refutes,infrastructure policy of donald trump
"nasa finds antarctica is gaining ice,",true,disputed,"""a 40-y record reveals gradual antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the arctic"".",refutes,antarctica
"nasa finds antarctica is gaining ice,",true,disputed,this ice sheet is constantly gaining ice from snowfall and losing ice through outflow to the sea.,not_enough_info,antarctica
"new jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",true,supports,"during winter and early spring, new jersey can experience ""nor'easters,"" which are capable of causing blizzards or flooding throughout the northeastern united states.",supports,new jersey
"new jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",true,supports,"this accessibility to consumer revenue has enabled seaside resorts such as atlantic city and the remainder of the jersey shore, as well as the state's other natural and cultural attractions, to contribute significantly to the record 111 million tourist visits to new jersey in 2018, providing us$44.7 billion in tourism revenue, directly supporting 333,860 jobs, sustaining more than 531,000 jobs overall including peripheral impacts, and generating us$5 billion in state and local tax revenue.",not_enough_info,new jersey
"new jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",true,supports,"the other three villages – ridgefield park (now with a walsh act form), ridgewood (now with a faulkner act council-manager charter) and south orange (now operates under a special charter) – have all migrated to other non-village forms.",not_enough_info,new jersey
"new jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",true,supports,"""jersey city has gained nearly 15,000 residents since 2010, making it the fastest growing municipality in the state and a symbol of the garden state's reinvigorated urban core.""",not_enough_info,new jersey
"new jersey is ""losing 50 football fields of open space to development every day and the more we develop upstream the more flooding we have downstream.""",true,supports,"it is surrounded by water on three sides, the arthur kill, a tidal strait to the east, and tidal rivers to the south, raritan river, and north, rahway river; and, much of the developed land in woodbridge has low elevations, as little as five feet above sea level.",not_enough_info,"woodbridge township, new jersey"
"not only is there no scientific evidence that co2 is a pollutant, higher co2 concentrations actually help ecosystems support more plant and animal life.",true,disputed,"wetlands are also considered the most biologically diverse of all ecosystems, serving as home to a wide range of plant and animal life.",not_enough_info,wetland
obama administration's clean power plan would have little or no effect on carbon dioxide emissions.,false,refutes,the clean power plan was an obama administration policy aimed at combating anthropogenic climate change (global warming) that was first proposed by the environmental protection agency (epa) in june 2014.,not_enough_info,clean power plan
obama administration's clean power plan would have little or no effect on carbon dioxide emissions.,false,refutes,"the final version of the plan aims to reduce carbon dioxide emissions from electrical power generation by 32 percent by 2030, relative to 2005 levels.",refutes,clean power plan
obama administration's clean power plan would have little or no effect on carbon dioxide emissions.,false,refutes,the obama administration designed the plan to lower the carbon dioxide emitted by power generators.,refutes,clean power plan
over 97 percent of the scientific community â¦ believe that humans are contributing to climate change.,true,supports,"currently, through land development, combustion of fossil fuels, and pollution, humans are thought to be the main contributor to global climate change.",supports,human
over 97 percent of the scientific community â¦ believe that humans are contributing to climate change.,true,supports,"97% of the scientists surveyed agreed that global temperatures had increased during the past 100 years; 84% said they personally believed human-induced warming was occurring, and 74% agreed that ""currently available scientific evidence"" substantiated its occurrence.",supports,scientific consensus on climate change
"over the past eight years, the united states has reduced our total carbon pollution more than any other nation on earth.",false,refutes,smoke and carbon monoxide from wildfires.,not_enough_info,air pollution
"over the past eight years, the united states has reduced our total carbon pollution more than any other nation on earth.",false,refutes,"""the worst climate pollution is carbon dioxide"".",not_enough_info,air pollution
"over the past eight years, the united states has reduced our total carbon pollution more than any other nation on earth.",false,refutes,"in the cumulative emissions between 1850 and 2007, the u.s. was at the top in terms of all world nations, involved with 28.8% of the world's total.",refutes,climate change in the united states
"over the past eight years, the united states has reduced our total carbon pollution more than any other nation on earth.",false,refutes,"the united states environmental protection agency (epa) has concluded in favor of recycling, saying that recycling efforts reduced the country's carbon emissions by a net 49 million metric tonnes in 2005.",not_enough_info,recycling
"president obama's proposal calls for serious cuts in our own long-term carbon emissions, but china and india will still be allowed to increase their emissions.",false,refutes,to cut carbon emissions by 5% below 2000 levels by 2020 unconditionally.,not_enough_info,2009 united nations climate change conference
"president obama's proposal calls for serious cuts in our own long-term carbon emissions, but china and india will still be allowed to increase their emissions.",false,refutes,it is one of the ways countries can meet their obligations under the kyoto protocol to reduce carbon emissions and thereby mitigate global warming.,not_enough_info,emissions trading
"recent record-low water levels in lake michigan are evidence that global warming is leading to ""the evaporation of our great lakes.""",true,supports,this is due to the larger heat capacity of oceans and because oceans lose more heat by evaporation.,not_enough_info,global warming
"recent record-low water levels in lake michigan are evidence that global warming is leading to ""the evaporation of our great lakes.""",true,supports,"""great lakes water levels reaching record lows"".",supports,great lakes
"recent record-low water levels in lake michigan are evidence that global warming is leading to ""the evaporation of our great lakes.""",true,supports,"""climate change is lowering great lakes water levels.",supports,great lakes
"recent record-low water levels in lake michigan are evidence that global warming is leading to ""the evaporation of our great lakes.""",true,supports,"in 2013, record low water levels in the great lakes were attributed to climate change.",supports,great lakes
"scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. """,false,refutes,"in the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",refutes,global warming
"scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. """,false,refutes,"""scientific consensus: earth's climate is warming"".",not_enough_info,global warming
"scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. """,false,refutes,"it is ""extremely likely"" that this warming arises from ""human activities, especially emissions of greenhouse gases"" in the atmosphere.",refutes,scientific consensus on climate change
"scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. """,false,refutes,"the new york times reported that ""the leading international network of climate scientists has concluded for the first time that global warming is 'unequivocal' and that human activity is the main driver, 'very likely' causing most of the rise in temperatures since 1950"".",refutes,scientific consensus on climate change
"scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change. """,false,refutes,the global warming observed over the past 50 years is due primarily to human-induced emissions of heat-trapping gases.,refutes,scientific consensus on climate change
scientists project that the arctic will be ice-free in the summer of 2013.,false,refutes,research shows that the arctic may become ice-free in the summer for the first time in human history by 2040.,refutes,arctic ocean
scientists project that the arctic will be ice-free in the summer of 2013.,false,refutes,"given the estimated trend and the volume estimate for october–november of 2007 at less than 9,000 km3, one can project that at this rate it would take only 9 more years or until 2016 ± 3 years to reach a nearly ice-free arctic ocean in summer.",refutes,arctic sea ice decline
scientists project that the arctic will be ice-free in the summer of 2013.,false,refutes,"the third u.s. national climate assessment (nca), released may 6, 2014, reports that the arctic ocean is expected to be ice free in summer before mid-century.",refutes,arctic sea ice decline
scientists project that the arctic will be ice-free in the summer of 2013.,false,refutes,models that best match historical trends project a nearly ice-free arctic in the summer by the 2030s.,refutes,arctic sea ice decline
sen. george lemieux voted to let oil companies off the hook and overturn pollution rules.,true,disputed,"""big oil let off hook days after eu drops wall street probe"".",supports,bp
sen. george lemieux voted to let oil companies off the hook and overturn pollution rules.,true,disputed,the environmental protection agency has the power to issue regulations.,not_enough_info,united states environmental protection agency
sen. george lemieux voted to let oil companies off the hook and overturn pollution rules.,true,disputed,"partly based on such litigation experience, congress enacted the federal water pollution control act of 1972, better known as the clean water act.",refutes,united states environmental protection agency
solar panels drain the sun's energy.,false,refutes,solar photovoltaic power generation has long been seen as a clean energy technology which draws upon the planet's most plentiful and widely distributed renewable energy source – the sun.,not_enough_info,photovoltaics
solar panels drain the sun's energy.,false,refutes,"renewable energy is energy that is collected from renewable resources, which are naturally replenished on a human timescale, such as sunlight, wind, rain, tides, waves, and geothermal heat.",refutes,renewable energy
solar panels drain the sun's energy.,false,refutes,photovoltaic modules use light energy (photons) from the sun to generate electricity through the photovoltaic effect.,not_enough_info,solar panel
"surface temperatures on earth ""have stabilized.""",false,refutes,paleontological evidence and computer simulations show that earth's axial tilt is stabilized by tidal interactions with the moon.,not_enough_info,earth
"surface temperatures on earth ""have stabilized.""",false,refutes,"surface temperature increases are greatest in the arctic, which has contributed to the retreat of glaciers, permafrost, and sea ice.",refutes,global warming
"surface temperatures on earth ""have stabilized.""",false,refutes,"the earth is stabilized by its proportionally large moon, so it only wobbles a few degrees.",not_enough_info,water on mars
the carbon footprint on wind [energy] is significant.,false,refutes,"wind power and solar power, emit no carbon from the operation, but do leave a footprint during construction phase and maintenance during operation.",not_enough_info,carbon footprint
the carbon footprint on wind [energy] is significant.,false,refutes,"the co2 footprint for heat is equally significant and research shows that using waste heat from power generation in combined heat and power district heating, chp/dh has the lowest carbon footprint, much lower than micro-power or heat pumps.",not_enough_info,carbon footprint
the carbon footprint on wind [energy] is significant.,false,refutes,"this comes mainly from wind turbines situated right across orkney many initiatives seek to assist individuals, businesses and states in reducing their carbon footprint or achieving climate neutrality.",refutes,carbon neutrality
the carbon footprint on wind [energy] is significant.,false,refutes,"""the 11 biggest wind farms and wind power constructions that reduce carbon footprint"".",refutes,renewable energy
the epa director under obama said the clean power initiative would have no effect on man-made co2 emissions.,false,refutes,"in 2014, president barack obama proposed a series of environmental protection agency (epa) regulations, known as the clean power plan that would reduce carbon pollution from coal-fired power plants.",refutes,climate change policy of the united states
